"","Activity","Subject","Measurement","Triaxial","BodyMotionAcceleration","GravitationalAcceleration","GyroscopeVelocity"
"697","walking","27","mean","X",0.276849485438596,0.944759287368421,-0.08558835714
"698","walking","27","mean","Y",-0.0166478783221912,-0.187497034561404,-0.0365348163649123
"699","walking","27","mean","Z",-0.112822289263158,-0.126210937305263,0.118267750196491
"700","walking","27","std","X",-0.348475560526316,-0.979866136842105,-0.606860248596491
"701","walking","27","std","Y",-0.187301214964912,-0.973792999824561,-0.529865057894737
"702","walking","27","std","Z",-0.297318273508772,-0.956593490526316,-0.250120409298246
"703","walking","28","mean","X",0.281228223888889,0.942930275555556,-0.105896207861111
"704","walking","28","mean","Y",-0.0156759722981481,-0.229316151481481,-0.0172822168012963
"705","walking","28","mean","Z",-0.103714705396296,-0.125912861222222,0.116065910925926
"706","walking","28","std","X",-0.293003522222222,-0.976693902592593,-0.503798624074074
"707","walking","28","std","Y",-0.117886186425926,-0.968780859814815,-0.497684006666667
"708","walking","28","std","Z",-0.300928395925926,-0.944225031851852,-0.242601384618519
"709","walking","29","mean","X",0.271999916792453,0.96237438509434,-0.00795668167188679
"710","walking","29","mean","Y",-0.0162915600588679,-0.127318078679245,-0.081960153154717
"711","walking","29","mean","Z",-0.106632427301887,0.0955792142264151,0.0856852236188679
"712","walking","29","std","X",-0.174337940226415,-0.978253538867925,-0.598868670943396
"713","walking","29","std","Y",-0.0917540612869811,-0.975272848113207,-0.181802636566038
"714","walking","29","std","Z",-0.242828038264151,-0.945981437169811,-0.430232441132075
"715","walking","30","mean","X",0.276406758,0.965217551076923,-0.0459505355861538
"716","walking","30","mean","Y",-0.0175880385730769,-0.157673823846154,-0.0649170927338462
"717","walking","30","mean","Z",-0.0986247068969231,-0.00392556384476923,0.0839568239261538
"718","walking","30","std","X",-0.346394275230769,-0.979752466923077,-0.387920593846154
"719","walking","30","std","Y",-0.173550021692308,-0.970176562153846,0.00600277892
"720","walking","30","std","Z",-0.120476783907692,-0.943958420615385,-0.182569652430769
"721","walking_downstairs","1","mean","X",0.289188320408163,0.931874418979592,-0.0350781902989796
"722","walking_downstairs","1","mean","Y",-0.00991850461020408,-0.266610338979592,-0.0909371290204082
"723","walking_downstairs","1","mean","Z",-0.107566190908163,-0.0621199585938776,0.0900850142030612
"724","walking_downstairs","1","std","X",0.0300353383483878,-0.950559811632653,-0.458030542938775
"725","walking_downstairs","1","std","Y",-0.0319359434489796,-0.937018658979592,-0.126349194938775
"726","walking_downstairs","1","std","Z",-0.230434213204082,-0.895939695102041,-0.124702454242857
"727","walking_downstairs","2","mean","X",0.27761534806383,0.861831345531915,-0.11594735287234
"728","walking_downstairs","2","mean","Y",-0.0226614158361702,-0.325780100638298,-0.00482329231914894
"729","walking_downstairs","2","mean","Z",-0.116812942382979,-0.0438890162723404,0.097173808906383
"730","walking_downstairs","2","std","X",0.0463666814446808,-0.940361759574468,-0.320789230008511
"731","walking_downstairs","2","std","Y",0.262881788951064,-0.940068525531915,-0.415739144893617
"732","walking_downstairs","2","std","Z",-0.10283790806383,-0.931438313191489,-0.279418388042553
"733","walking_downstairs","3","mean","X",0.292423484693878,0.939057787755102,-0.13157327645102
"734","walking_downstairs","3","mean","Y",-0.0193554079328571,-0.228829214285714,-0.0139358043959184
"735","walking_downstairs","3","mean","Z",-0.116139842908163,-0.102352758040816,0.123826738353061
"736","walking_downstairs","3","std","X",-0.0574100475102041,-0.950061129591837,-0.261653414014286
"737","walking_downstairs","3","std","Y",-0.0331503723387755,-0.946094637755102,-0.546740387959184
"738","walking_downstairs","3","std","Z",-0.362240245489796,-0.899943947755102,-0.44230776755102
"739","walking_downstairs","4","mean","X",0.279965329555556,0.947731858666667,-0.102838822533333
"740","walking_downstairs","4","mean","Y",-0.00980200850666667,-0.0620852772955556,-0.0704025952333333
"741","walking_downstairs","4","mean","Z",-0.1067775246,0.148714808888889,0.05926394948
"742","walking_downstairs","4","std","X",0.0111935496222222,-0.955258881333333,-0.370244695288889
"743","walking_downstairs","4","std","Y",-0.21859832499,-0.932066041111111,-0.699453537111111
"744","walking_downstairs","4","std","Z",-0.479185977111111,-0.937753794444444,-0.498480800444444
"745","walking_downstairs","5","mean","X",0.29354392712766,0.956649352553191,-0.068294569906383
"746","walking_downstairs","5","mean","Y",-0.00850107533191489,-0.0607578318319149,-0.0707805998787234
"747","walking_downstairs","5","mean","Z",-0.100319930659574,0.0216777910246191,0.0806559989574468
"748","walking_downstairs","5","std","X",0.275046110468085,-0.950490938510638,-0.46064684487234
"749","walking_downstairs","5","std","Y",0.0907630761042553,-0.912363420851064,-0.409134149148936
"750","walking_downstairs","5","std","Z",-0.325891435319149,-0.927192732978723,-0.227869042382979
"751","walking_downstairs","6","mean","X",0.277045258145833,0.928531455208333,-0.0960837437708333
"752","walking_downstairs","6","mean","Y",-0.019536840063125,-0.214046334375,-0.0341782208604167
"753","walking_downstairs","6","mean","Z",-0.107209356208333,-0.00307981704708333,0.0870012595210417
"754","walking_downstairs","6","std","X",0.383681639791667,-0.9544062675,-0.19830385328125
"755","walking_downstairs","6","std","Y",0.360164958768542,-0.93357760125,-0.18922957
"756","walking_downstairs","6","std","Z",-0.320204232520417,-0.934378766458333,-0.0940797929729167
"757","walking_downstairs","7","mean","X",0.28030708,0.930623632765957,-0.105409612961702
"758","walking_downstairs","7","mean","Y",-0.0166332372978723,-0.12987167306383,-0.049717460606383
"759","walking_downstairs","7","mean","Z",-0.096938308587234,-0.154935538544681,0.116894769042766
"760","walking_downstairs","7","std","X",0.0660815600978723,-0.964875962978723,-0.407744096
"761","walking_downstairs","7","std","Y",-0.138179072734043,-0.952678693617021,-0.29262613606383
"762","walking_downstairs","7","std","Z",-0.0636402447755319,-0.92875646893617,-0.401051415531915
"763","walking_downstairs","8","mean","X",0.283484089210526,0.914023498421053,-0.121189625973684
"764","walking_downstairs","8","mean","Y",-0.0211058674973684,-0.187610243421053,-0.0500760173342105
"765","walking_downstairs","8","mean","Z",-0.107598135394737,-0.141817934963684,0.114143855152368
"766","walking_downstairs","8","std","X",0.0241393473736842,-0.945766561578947,-0.258430885531579
"767","walking_downstairs","8","std","Y",0.343826273105263,-0.941580934473684,0.0243131207736842
"768","walking_downstairs","8","std","Z",0.1337170395,-0.897190012631579,-0.129565242710526
"769","walking_downstairs","9","mean","X",0.295923445,0.938417773333333,-0.0916383011071429
"770","walking_downstairs","9","mean","Y",-0.0203994269075476,-0.0352304645104762,-0.0712598843142857
"771","walking_downstairs","9","mean","Z",-0.0910278793952381,-0.082276174942619,0.116804400690476
"772","walking_downstairs","9","std","X",0.213392270547619,-0.952141220714286,-0.396429197952381
"773","walking_downstairs","9","std","Y",-0.208310705504762,-0.936306558809524,-0.340765233142857
"774","walking_downstairs","9","std","Z",-0.00771530035714286,-0.876641297380952,-0.279685150191905
"775","walking_downstairs","10","mean","X",0.290401594315789,0.939807421052632,-0.124839594289474
"776","walking_downstairs","10","mean","Y",-0.0200050770710526,-0.0646160768947368,-0.106742538831579
"777","walking_downstairs","10","mean","Z",-0.110848597247368,0.0418715409263158,0.0724433685578947
"778","walking_downstairs","10","std","X",0.295733547631579,-0.939267613157895,-0.304745377026316
"779","walking_downstairs","10","std","Y",0.00407915363157895,-0.937003823684211,-0.311407525263158
"780","walking_downstairs","10","std","Z",-0.183557562032895,-0.902085224736842,-0.0353021837
"781","walking_downstairs","11","mean","X",0.291605631956522,0.941746406521739,-0.12506869905
"782","walking_downstairs","11","mean","Y",-0.0178097721219565,-0.200321942608696,-0.0262775345369565
"783","walking_downstairs","11","mean","Z",-0.111070149978261,0.132371684891304,0.057524457376087
"784","walking_downstairs","11","std","X",0.142456557034783,-0.954497498695652,-0.374069023580435
"785","walking_downstairs","11","std","Y",0.0708122725543478,-0.926310469565217,-0.495911719565217
"786","walking_downstairs","11","std","Z",-0.324026938043478,-0.925814906086956,-0.318959594782609
"787","walking_downstairs","12","mean","X",0.281521097391304,0.949861980652174,-0.112531564434783
"788","walking_downstairs","12","mean","Y",-0.018084266865793,-0.178702175434783,-0.0427336692521739
"789","walking_downstairs","12","mean","Z",-0.10955593226087,-0.0561050624630435,0.0895434978391304
"790","walking_downstairs","12","std","X",0.0424084916086956,-0.959504017391304,-0.362143061643478
"791","walking_downstairs","12","std","Y",0.11083534373913,-0.94329842826087,-0.47628774326087
"792","walking_downstairs","12","std","Z",-0.425017413478261,-0.935399348043478,-0.337806681456522
"793","walking_downstairs","13","mean","X",0.294907553404255,0.941875619787234,-0.122672201757447
"794","walking_downstairs","13","mean","Y",-0.0143723839108511,-0.211555112553192,-0.0237205719148936
"795","walking_downstairs","13","mean","Z",-0.101993941531915,-0.0950820341687234,0.111284239655957
"796","walking_downstairs","13","std","X",-0.0681563626617021,-0.952643084042553,-0.417014161553191
"797","walking_downstairs","13","std","Y",-0.03212524665,-0.92854437106383,-0.198848161170213
"798","walking_downstairs","13","std","Z",-0.158333146191489,-0.893962984042553,-0.322774082765957
"799","walking_downstairs","14","mean","X",0.293422115555556,0.81629643,-0.0147079653333333
"800","walking_downstairs","14","mean","Y",-0.0200141413657778,-0.264254674666667,-0.0945288409066667
"801","walking_downstairs","14","mean","Z",-0.0928330165533333,-0.392555882222222,0.0353344537555556
"802","walking_downstairs","14","std","X",0.0178313402266667,-0.919098794,-0.354551638377778
"803","walking_downstairs","14","std","Y",0.378870491755556,-0.920725940666667,0.0569902222622222
"804","walking_downstairs","14","std","Z",0.451576075111111,-0.879565316666667,0.356198597177778
"805","walking_downstairs","15","mean","X",0.280198851190476,0.932302200476191,-0.136618653071429
"806","walking_downstairs","15","mean","Y",-0.00563047804309524,-0.167462317142857,-0.0346755727619048
"807","walking_downstairs","15","mean","Z",-0.110526066428571,0.0788822410992857,0.0711758197607143
"808","walking_downstairs","15","std","X",0.406471051190476,-0.942806478333333,-0.318692525928571
"809","walking_downstairs","15","std","Y",0.186532377428571,-0.925685893571429,-0.37320816
"810","walking_downstairs","15","std","Z",-0.281982181666667,-0.93400831,-0.250648085714286
"811","walking_downstairs","16","mean","X",0.295586802191489,0.917818427021277,-0.0225373369978723
"812","walking_downstairs","16","mean","Y",-0.0183898583787234,-0.0584832676382979,-0.068264792706383
"813","walking_downstairs","16","mean","Z",-0.119873705148936,-0.225382496382979,0.0835380057
"814","walking_downstairs","16","std","X",0.207251997929787,-0.957785118085106,-0.45418847106383
"815","walking_downstairs","16","std","Y",-0.146993837655319,-0.955487793617021,-0.528329304680851
"816","walking_downstairs","16","std","Z",0.0114353944787234,-0.910588943191489,-0.444636334893617
"817","walking_downstairs","17","mean","X",0.29391828326087,0.928817578043478,0.0677728390673913
"818","walking_downstairs","17","mean","Y",-0.0167359404347826,-0.151077057652174,-0.123517195928261
"819","walking_downstairs","17","mean","Z",-0.0892432745173913,-0.160962985956522,0.0162878745776087
"820","walking_downstairs","17","std","X",0.187719760269565,-0.950026242173913,-0.370436868891304
"821","walking_downstairs","17","std","Y",-0.0607892037384783,-0.946576675652174,-0.459281989565217
"822","walking_downstairs","17","std","Z",-0.231064156615217,-0.901097766521739,-0.468462984347826
"823","walking_downstairs","18","mean","X",0.288439468909091,0.932277478363636,-0.0576548655654545
"824","walking_downstairs","18","mean","Y",-0.0168666920221818,-0.225809125454545,-0.0636214336761818
"825","walking_downstairs","18","mean","Z",-0.1033908092,-0.0493636733454545,0.0987471683127273
"826","walking_downstairs","18","std","X",-0.302634565090909,-0.960404874545455,-0.502473033509091
"827","walking_downstairs","18","std","Y",-0.254214045818182,-0.932962218181818,-0.617230786
"828","walking_downstairs","18","std","Z",-0.418610127454545,-0.921661749636364,-0.483658260727273
"829","walking_downstairs","19","mean","X",0.262688053871795,0.881940855128205,-0.205775427307692
"830","walking_downstairs","19","mean","Y",-0.0145942275069487,-0.215018042307692,0.0274707556666667
"831","walking_downstairs","19","mean","Z",-0.133695240660974,-0.126146868942821,0.163962510807692
"832","walking_downstairs","19","std","X",0.626917070512821,-0.899726139487179,0.267657219333333
"833","walking_downstairs","19","std","Y",0.514816445641026,-0.917880864102564,0.0483147743589744
"834","walking_downstairs","19","std","Z",0.049322451025641,-0.899363131794872,-0.0314083457948718
"835","walking_downstairs","20","mean","X",0.296144421355556,0.91972663,-0.111367747557778
"836","walking_downstairs","20","mean","Y",-0.00964120773155555,-0.277419718666667,0.0139023395111111
"837","walking_downstairs","20","mean","Z",-0.104602925937778,-0.0282591579777778,0.103900480541333
"838","walking_downstairs","20","std","X",0.0745098785288889,-0.940458075111111,-0.204939567711111
"839","walking_downstairs","20","std","Y",0.616937015333333,-0.908577153777778,-0.146794177311111
"840","walking_downstairs","20","std","Z",-0.160938536488889,-0.919693532888889,0.159723529622222
"841","walking_downstairs","21","mean","X",0.3014610196,0.872683205555556,-0.126388023595556
"842","walking_downstairs","21","mean","Y",-0.0173195390157778,-0.356673289555556,0.0162145300888889
"843","walking_downstairs","21","mean","Z",-0.09816866218,-0.187870253333333,0.148610020955556
"844","walking_downstairs","21","std","X",0.224343492244444,-0.940194827777778,-0.442148617666667
"845","walking_downstairs","21","std","Y",0.301336399711111,-0.940111830666667,-0.353733478222222
"846","walking_downstairs","21","std","Z",-0.0717893558666667,-0.916324556888889,-0.349759493777778
"847","walking_downstairs","22","mean","X",0.284458963861111,0.921820641944444,-0.0779611213138889
"848","walking_downstairs","22","mean","Y",-0.0197999371686389,-0.222215179444444,-0.0697154455833333
"849","walking_downstairs","22","mean","Z",-0.1074157796,0.0412987957222222,0.0500708760555556
"850","walking_downstairs","22","std","X",0.348618168333333,-0.941242334722222,-0.237349190997222
"851","walking_downstairs","22","std","Y",0.239812250944444,-0.945824352777778,-0.550303216666667
"852","walking_downstairs","22","std","Z",-0.325722718055556,-0.906594023333333,-0.280417950555556
"853","walking_downstairs","23","mean","X",0.289897411148148,0.923711401296296,-0.0578230190203704
"854","walking_downstairs","23","mean","Y",-0.0162111457238889,-0.110028841648148,-0.0853077464277778
"855","walking_downstairs","23","mean","Z",-0.0988123712574074,-0.153671532259259,0.0953602497222222
"856","walking_downstairs","23","std","X",0.0441392843425926,-0.950790837407407,-0.416133032777778
"857","walking_downstairs","23","std","Y",0.10825903416963,-0.93901254962963,0.213825552277778
"858","walking_downstairs","23","std","Z",0.229898742944444,-0.905888257592593,-0.208702488240741
"859","walking_downstairs","24","mean","X",0.288631208909091,0.950883416727273,-0.0867069010690909
"860","walking_downstairs","24","mean","Y",-0.0145730348310909,-0.128326710927273,-0.0542300245127273
"861","walking_downstairs","24","mean","Z",-0.104818820272727,-0.140123155018182,0.111973650603636
"862","walking_downstairs","24","std","X",-0.08273248054,-0.961845327454546,-0.431919067945455
"863","walking_downstairs","24","std","Y",-0.102607326783636,-0.941478979454546,-0.484673524
"864","walking_downstairs","24","std","Z",-0.205566380745455,-0.942207718727273,-0.491077244909091
"865","walking_downstairs","25","mean","X",0.291329666206897,0.929627532241379,0.00299112856551724
"866","walking_downstairs","25","mean","Y",-0.0210170522987931,-0.0724270175862069,-0.101115076366897
"867","walking_downstairs","25","mean","Z",-0.107192376965517,0.21879595837931,0.0980750249310345
"868","walking_downstairs","25","std","X",-0.253756934258621,-0.964470066724138,-0.288824754586207
"869","walking_downstairs","25","std","Y",-0.14054060387069,-0.937816011034483,-0.523377914655172
"870","walking_downstairs","25","std","Z",-0.457972381896552,-0.92619169637931,-0.443780454482759
"871","walking_downstairs","26","mean","X",0.2792845828,0.9467972718,-0.010752208236
"872","walking_downstairs","26","mean","Y",-0.01262580966778,-0.0799003729,-0.1003822042168
"873","walking_downstairs","26","mean","Z",-0.1064396194,0.1539063202,0.082221399603
"874","walking_downstairs","26","std","X",0.17395384962,-0.9627219918,-0.33131291446
"875","walking_downstairs","26","std","Y",-0.011629910112,-0.9354258554,-0.4734080504
"876","walking_downstairs","26","std","Z",-0.284807676,-0.9330817682,-0.3320502392
"877","walking_downstairs","27","mean","X",0.2975441875,0.931380178636364,-0.159826551905227
"878","walking_downstairs","27","mean","Y",-0.0135564467159091,-0.166938774772727,-0.0163131590545455
"879","walking_downstairs","27","mean","Z",-0.112837694688636,-0.140047614122727,0.152695027609091
"880","walking_downstairs","27","std","X",0.167407531090909,-0.946975165,-0.363722908386364
"881","walking_downstairs","27","std","Y",-0.0979710029522727,-0.934963993181818,-0.481813367954545
"882","walking_downstairs","27","std","Z",-0.240040783340909,-0.920921521590909,-0.257846157386364
"883","walking_downstairs","28","mean","X",0.293642076521739,0.929291680434783,-0.141096309502174
"884","walking_downstairs","28","mean","Y",-0.0220230465913043,-0.235897105217391,0.00710564286763044
"885","walking_downstairs","28","mean","Z",-0.10858897408913,-0.121477255782609,0.138622425584783
"886","walking_downstairs","28","std","X",0.125712887943478,-0.956921542391304,-0.268106330991304
"887","walking_downstairs","28","std","Y",0.156496646504348,-0.948404212173913,-0.259368686847826
"888","walking_downstairs","28","std","Z",-0.341031811521739,-0.91705975,-0.307025006304348
"889","walking_downstairs","29","mean","X",0.293140441083333,0.948486215,-0.0374126070957292
"890","walking_downstairs","29","mean","Y",-0.01494121505625,-0.0760962952291667,-0.0851045889895833
"891","walking_downstairs","29","mean","Z",-0.0981339984895833,0.0919650454166667,0.0822244074666667
"892","walking_downstairs","29","std","X",0.167383602458333,-0.9417361925,-0.282077257508333
"893","walking_downstairs","29","std","Y",-0.12246346700625,-0.91390306375,-0.390460137708333
"894","walking_downstairs","29","std","Z",-0.223177999879167,-0.869300904791667,-0.311122615416667
"895","walking_downstairs","30","mean","X",0.283190646967742,0.958000491451613,-0.0745591301759677
"896","walking_downstairs","30","mean","Y",-0.0174383900204839,-0.126710371903226,-0.0693112411951613
"897","walking_downstairs","30","mean","Z",-0.0999781422322581,0.0288081674653226,0.0895767797064516
"898","walking_downstairs","30","std","X",-0.0577703163548387,-0.958890388709677,-0.265923160895161
"899","walking_downstairs","30","std","Y",-0.0272628077709677,-0.918678752419355,-0.285392416354839
"900","walking_downstairs","30","std","Z",-0.217275690290323,-0.87766706,-0.29537036283871
"901","walking_upstairs","1","mean","X",0.255461689622641,0.89335109754717,0.050549379754717
"902","walking_upstairs","1","mean","Y",-0.0239531492643396,-0.362153364339623,-0.166170015088679
"903","walking_upstairs","1","mean","Z",-0.0973020020943396,-0.075402939754717,0.0583595463981132
"904","walking_upstairs","1","std","X",-0.35470802509434,-0.956367027924528,-0.544871104528302
"905","walking_upstairs","1","std","Y",-0.00232026501698113,-0.952849233207547,0.00410518379811321
"906","walking_upstairs","1","std","Z",-0.0194792388471698,-0.912379410377358,-0.50716867490566
"907","walking_upstairs","2","mean","X",0.247164790395833,0.790717418541667,-0.0576912634583333
"908","walking_upstairs","2","mean","Y",-0.0214121132045833,-0.416214890416667,-0.0320883097395833
"909","walking_upstairs","2","mean","Z",-0.152513899520833,-0.195888238891667,0.0688374021666667
"910","walking_upstairs","2","std","X",-0.304376406458333,-0.934407739791667,-0.439253058958333
"911","walking_upstairs","2","std","Y",0.108027279889583,-0.92376745375,-0.466298336666667
"912","walking_upstairs","2","std","Z",-0.112121021220833,-0.878004056875,-0.163995791679167
"913","walking_upstairs","3","mean","X",0.260819873067797,0.883533436101695,0.0721980309322034
"914","walking_upstairs","3","mean","Y",-0.0324109410555932,-0.382851153728814,-0.139275405637288
"915","walking_upstairs","3","mean","Z",-0.110064863437288,-0.162943955254237,0.0215603697
"916","walking_upstairs","3","std","X",-0.313123437627119,-0.944040819322034,-0.456039262525424
"917","walking_upstairs","3","std","Y",0.0116280813372881,-0.909825953898305,-0.582742845932203
"918","walking_upstairs","3","std","Z",-0.369754604067797,-0.909469675084746,-0.492327305084746
"919","walking_upstairs","4","mean","X",0.270876696730769,0.946264314423077,0.0393825198942308
"920","walking_upstairs","4","mean","Y",-0.0319804295729615,-0.232944304615385,-0.0859471683596154
"921","walking_upstairs","4","mean","Z",-0.114219455519231,0.0841675382884615,0.0843753843384615
"922","walking_upstairs","4","std","X",-0.204933042903846,-0.958495235576923,-0.454431043269231
"923","walking_upstairs","4","std","Y",-0.0666899105180769,-0.923376019038462,-0.551185569230769
"924","walking_upstairs","4","std","Z",-0.372137777692308,-0.919619453269231,-0.360811047884615
"925","walking_upstairs","5","mean","X",0.268459469914894,0.936821834893617,0.0395191121489362
"926","walking_upstairs","5","mean","Y",-0.0325269755153191,-0.265942569148936,-0.117195551802128
"927","walking_upstairs","5","mean","Z",-0.107471453914894,-0.0232035364248936,0.0424442819489362
"928","walking_upstairs","5","std","X",-0.0457237779851064,-0.95357996893617,-0.443342262340426
"929","walking_upstairs","5","std","Y",0.185022459476596,-0.900511719787234,-0.440345826382979
"930","walking_upstairs","5","std","Z",-0.308938978787234,-0.92141958,-0.26545133312766
"931","walking_upstairs","6","mean","X",0.268229355098039,0.913632241568627,-0.0767406825588235
"932","walking_upstairs","6","mean","Y",-0.0272425385070588,-0.340732608823529,-0.0518981989072549
"933","walking_upstairs","6","mean","Z",-0.122082438784314,-0.0184608964392157,0.0664234025976471
"934","walking_upstairs","6","std","X",-0.0501350188513725,-0.959399425098039,-0.321973723647059
"935","walking_upstairs","6","std","Y",0.189276117327451,-0.912900683137255,-0.315799901607843
"936","walking_upstairs","6","std","Z",-0.353519514896078,-0.906196352156863,-0.18390018167451
"937","walking_upstairs","7","mean","X",0.248706923078431,0.81874656,-0.138778108029412
"938","walking_upstairs","7","mean","Y",-0.0275639005607843,-0.240950944117647,-0.00247161973
"939","walking_upstairs","7","mean","Z",-0.143769688803922,-0.403599709607843,0.139217071509804
"940","walking_upstairs","7","std","X",-0.29487297445098,-0.932823053333333,-0.363853236862745
"941","walking_upstairs","7","std","Y",-0.32616002254902,-0.939774255490196,-0.572996820784314
"942","walking_upstairs","7","std","Z",-0.145665025639216,-0.881675909607843,-0.348980051411765
"943","walking_upstairs","8","mean","X",0.258880152048781,0.860368718780488,0.19270447595122
"944","walking_upstairs","8","mean","Y",-0.0282415136341463,-0.291341491707317,-0.204205356087805
"945","walking_upstairs","8","mean","Z",-0.11512211995122,-0.192306960631707,-0.0724546025804878
"946","walking_upstairs","8","std","X",-0.171712174634146,-0.926673287804878,-0.367428367219512
"947","walking_upstairs","8","std","Y",0.348768733170732,-0.931032068536585,-0.0666980861414634
"948","walking_upstairs","8","std","Z",0.121187278790244,-0.876168930487805,0.337526477436585
"949","walking_upstairs","9","mean","X",0.262436475714286,0.902647777755102,-0.16396719
"950","walking_upstairs","9","mean","Y",-0.0195101099975714,-0.0377947824285714,-0.0412587909579592
"951","walking_upstairs","9","mean","Z",-0.125219003959184,-0.266009866857143,0.14569462592449
"952","walking_upstairs","9","std","X",-0.36144437755102,-0.954383557142857,-0.343976630734694
"953","walking_upstairs","9","std","Y",-0.302206203816327,-0.901317321632653,-0.400859067959184
"954","walking_upstairs","9","std","Z",-0.253434083542857,-0.89407107877551,-0.138176481058776
"955","walking_upstairs","10","mean","X",0.267121853404255,0.931861027446808,0.0733447168425532
"956","walking_upstairs","10","mean","Y",-0.0143854920340426,-0.0565670278723404,-0.0954600216446809
"957","walking_upstairs","10","mean","Z",-0.118180420834043,0.0227527702016383,0.0879664182957447
"958","walking_upstairs","10","std","X",-0.161591924234043,-0.959216072340426,-0.308534708121277
"959","walking_upstairs","10","std","Y",-0.00555287692765957,-0.937039417446809,0.0411724668680851
"960","walking_upstairs","10","std","Z",-0.0738744931340426,-0.864745838297872,-0.320509332297872
"961","walking_upstairs","11","mean","X",0.263775859277778,0.892626155555556,-0.0820909701727778
"962","walking_upstairs","11","mean","Y",-0.0303157822055556,-0.343576924814815,-0.0566928808703704
"963","walking_upstairs","11","mean","Z",-0.106797216481481,0.146633747092593,0.0638054379968519
"964","walking_upstairs","11","std","X",-0.238802959018519,-0.953463105740741,-0.501331630185185
"965","walking_upstairs","11","std","Y",-0.103167501868519,-0.924360832962963,-0.28204453962963
"966","walking_upstairs","11","std","Z",-0.203369399185185,-0.906933171111111,-0.694658851666667
"967","walking_upstairs","12","mean","X",0.272970338653846,0.938371473269231,-0.0931234101769231
"968","walking_upstairs","12","mean","Y",-0.0263574903403846,-0.259144202692308,-0.0411314519307692
"969","walking_upstairs","12","mean","Z",-0.107339730115385,-0.0702503820961538,0.0898022757730769
"970","walking_upstairs","12","std","X",-0.290149192307692,-0.960246289807692,-0.526659296134615
"971","walking_upstairs","12","std","Y",-0.103818259823077,-0.941378352307692,-0.522949798269231
"972","walking_upstairs","12","std","Z",-0.436697425576923,-0.938071183269231,-0.349614606153846
"973","walking_upstairs","13","mean","X",0.258203939581818,0.847634313454545,-0.13829376226
"974","walking_upstairs","13","mean","Y",-0.0277392253910909,-0.357404501636364,0.00381966911090909
"975","walking_upstairs","13","mean","Z",-0.125767265890909,-0.207507170584727,0.116679563256364
"976","walking_upstairs","13","std","X",-0.296284597454545,-0.946441502363636,-0.541066687090909
"977","walking_upstairs","13","std","Y",0.104470773801818,-0.922054968727273,-0.403572169636364
"978","walking_upstairs","13","std","Z",-0.217210568085455,-0.910271096181818,-0.211805111745455
"979","walking_upstairs","14","mean","X",0.26242106612963,0.688256122222222,0.0813841685037037
"980","walking_upstairs","14","mean","Y",-0.0204388180024074,-0.322680364814815,-0.123499570044444
"981","walking_upstairs","14","mean","Z",-0.112279688983333,-0.49508872037037,-0.0441381886666667
"982","walking_upstairs","14","std","X",-0.309396717592593,-0.928523640925926,-0.454283337592593
"983","walking_upstairs","14","std","Y",0.307195533,-0.907231431296296,0.476518714444444
"984","walking_upstairs","14","std","Z",0.609017879074074,-0.875450819074074,0.564875818162963
"985","walking_upstairs","15","mean","X",0.270187595833333,0.918544812291667,0.0903340029875
"986","walking_upstairs","15","mean","Y",-0.0287523860708333,-0.3149610125,-0.154721289270833
"987","walking_upstairs","15","mean","Z",-0.116952464895833,0.0811803405,0.0911681484547917
"988","walking_upstairs","15","std","X",-0.0260971840270833,-0.952562395625,-0.415251317916667
"989","walking_upstairs","15","std","Y",-0.00406536043541667,-0.927648821458333,-0.3302332351
"990","walking_upstairs","15","std","Z",-0.379717488104167,-0.92161847875,-0.477365945208333
"991","walking_upstairs","16","mean","X",0.255986102627451,0.826874282745098,0.0718408878078431
"992","walking_upstairs","16","mean","Y",-0.0143654945011765,-0.0805926025490196,-0.0486136789705882
"993","walking_upstairs","16","mean","Z",-0.124074517745098,-0.379059698039216,-0.00779288021764706
"994","walking_upstairs","16","std","X",-0.397083831568627,-0.948413552745098,-0.508087166666667
"995","walking_upstairs","16","std","Y",-0.163732745078431,-0.933657461176471,-0.58638289372549
"996","walking_upstairs","16","std","Z",-0.129283825721569,-0.907649558823529,-0.365025170078431
"997","walking_upstairs","17","mean","X",0.252604768583333,0.853530565833333,-0.0304250571395833
"998","walking_upstairs","17","mean","Y",-0.0228645614308333,-0.284153753333333,-0.0548455941370417
"999","walking_upstairs","17","mean","Z",-0.121290442104167,-0.298171464166667,0.0560931358145833
"1000","walking_upstairs","17","std","X",-0.062952754100625,-0.949460372291667,-0.496562732729167
"1001","walking_upstairs","17","std","Y",-0.0131721014395833,-0.91597346625,-0.493044125208333
"1002","walking_upstairs","17","std","Z",-0.230220954239583,-0.930159843541667,-0.234402350714583
"1003","walking_upstairs","18","mean","X",0.265401201896552,0.883330258448276,-0.0470683915017241
"1004","walking_upstairs","18","mean","Y",-0.0222060684378914,-0.316619946206897,-0.0526133819862069
"1005","walking_upstairs","18","mean","Z",-0.112655891327586,-0.106112549189655,0.0906736478431034
"1006","walking_upstairs","18","std","X",-0.380168286724138,-0.961738807068965,-0.593841504137931
"1007","walking_upstairs","18","std","Y",-0.211155120224138,-0.942056881206897,-0.507297003103448
"1008","walking_upstairs","18","std","Z",-0.31437339137931,-0.907839723965517,-0.433922212068965
"1009","walking_upstairs","19","mean","X",0.242118808925,0.8294283725,0.0388537087875
